doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,N_found,test_p_value_found,effectsize_measure_found,effectsize_value_found,CI_upper_found,CI_lower_found,CI_type_found
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,5,Spearman's Rank Correlation (Handgrip vs. Tapping - Control Group),35,UNKNOWN,,1.0,ρ,0.8,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,6,Spearman's Rank Correlation (Handgrip vs. Tapping - MS Patients),20,UNKNOWN,,1.0,ρ,0.8,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,7,ANOVA (Shortened Tapping Task - Control Group),35,< .001,,1.0,F,79.606,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,8,ANOVA (Shortened Tapping Task - MS Patients),20,< .001,,1.0,F,28.39,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,9,Spearman's Rank Correlation (Handgrip vs. Shortened Tapping - Control Group),35,< .001,,1.0,ρ,0.84,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,10,Spearman's Rank Correlation (Handgrip vs. Shortened Tapping - MS Patients),20,< .001,,1.0,ρ,0.78,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,1,Generalized Linear Mixed Model (GLMM) with Gamma family link function,12,< 0.001,,1.0,χ2,73.0,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,1,Generalized Linear Mixed Model (GLMM) with Gamma family link function,12,< 0.001,Setup,1.0,χ2,73.0,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,1,Generalized Linear Mixed Model (GLMM) with Gamma family link function,12,0.34,Task,1.0,χ2,2.1,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,1,Generalized Linear Mixed Model (GLMM) with Gamma family link function,12,0.52,Setup x Task,1.0,χ2,3.2,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,2,Random Forest on Means and Std of 20 MFCCs over the window,18,UNKNOWN,,1.0,Precision,0.607,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,2,Random Forest on Means and Std of 20 MFCCs over the window,18,UNKNOWN,,2.0,Recall,0.631,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,2,Random Forest on Means and Std of 20 MFCCs over the window,18,UNKNOWN,,3.0,F1,0.620,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,2,Random Forest on Means and Std of 20 MFCCs over the window,18,UNKNOWN,,4.0,Accuracy,0.602,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,3,VGG16 from scratch with Adam,18,UNKNOWN,,1.0,Precision,0.637,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,3,VGG16 from scratch with Adam,18,UNKNOWN,,2.0,Recall,0.645,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,3,VGG16 from scratch with Adam,18,UNKNOWN,,3.0,F1,0.640,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,3,VGG16 from scratch with Adam,18,UNKNOWN,,4.0,Accuracy,0.629,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,4,Pre-trained VGG16 with Adam,18,UNKNOWN,,1.0,Precision,0.769,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,4,Pre-trained VGG16 with Adam,18,UNKNOWN,,2.0,Recall,0.755,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,4,Pre-trained VGG16 with Adam,18,UNKNOWN,,3.0,F1,0.762,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,4,Pre-trained VGG16 with Adam,18,UNKNOWN,,4.0,Accuracy,0.761,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,5,Pre-trained ResNet with Adam,18,UNKNOWN,,1.0,Precision,0.810,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,5,Pre-trained ResNet with Adam,18,UNKNOWN,,2.0,Recall,0.793,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,5,Pre-trained ResNet with Adam,18,UNKNOWN,,3.0,F1,0.802,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,5,Pre-trained ResNet with Adam,18,UNKNOWN,,4.0,Accuracy,0.785,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,6,Pre-trained DenseNet with Adam,18,UNKNOWN,,1.0,Precision,0.807,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,6,Pre-trained DenseNet with Adam,18,UNKNOWN,,2.0,Recall,0.803,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,6,Pre-trained DenseNet with Adam,18,UNKNOWN,,3.0,F1,0.805,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,6,Pre-trained DenseNet with Adam,18,UNKNOWN,,4.0,Accuracy,0.809,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,7,Pre-trained DenseNet with Adam + Data Augmentation,18,UNKNOWN,,1.0,Precision,0.872,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,7,Pre-trained DenseNet with Adam + Data Augmentation,18,UNKNOWN,,2.0,Recall,0.872,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,7,Pre-trained DenseNet with Adam + Data Augmentation,18,UNKNOWN,,3.0,F1,0.872,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,7,Pre-trained DenseNet with Adam + Data Augmentation,18,UNKNOWN,,4.0,Accuracy,0.872,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,8,Pre-trained DenseNet with SGD + Data Augmentation,18,UNKNOWN,,1.0,Precision,0.929,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,8,Pre-trained DenseNet with SGD + Data Augmentation,18,UNKNOWN,,2.0,Recall,0.893,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,8,Pre-trained DenseNet with SGD + Data Augmentation,18,UNKNOWN,,3.0,F1,0.916,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,8,Pre-trained DenseNet with SGD + Data Augmentation,18,UNKNOWN,,4.0,Accuracy,0.914,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,9,Pre-trained DenseNet with SGD + Data Augmentation + Schedule,18,UNKNOWN,,1.0,Precision,0.956,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,9,Pre-trained DenseNet with SGD + Data Augmentation + Schedule,18,UNKNOWN,,2.0,Recall,0.951,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,9,Pre-trained DenseNet with SGD + Data Augmentation + Schedule,18,UNKNOWN,,3.0,F1,0.954,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376836,human computer interaction (hci);human-centered computing,9,Pre-trained DenseNet with SGD + Data Augmentation + Schedule,18,UNKNOWN,,4.0,Accuracy,0.953,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376779,interaction devices;human-centered computing,1,System Evaluation - Single Touch Accuracy,10,UNKNOWN,,1.0,ED_avg,6.13 mm,6.39 mm,5.87 mm,Standard Error,True,True,False,True,False,False,False
10.1145/3313831.3376779,interaction devices;human-centered computing,2,System Evaluation - Two-Finger Touch Accuracy,10,UNKNOWN,,1.0,ED_avg,8.55 mm,10.72 mm,6.38 mm,Standard Error,True,True,False,True,False,False,False
10.1145/3313831.3376779,interaction devices;human-centered computing,3,System Evaluation - Distinguishing One vs. Two Fingers,10,UNKNOWN,,1.0,Error Rate (One Finger),0.32%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376779,interaction devices;human-centered computing,3,System Evaluation - Distinguishing One vs. Two Fingers,10,UNKNOWN,,2.0,Error Rate (Two Fingers),1%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376467,natural language interfaces;human-centered computing,1,Mann-Whitney U,16,< 0.001,,1.0,U,245.5,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376467,natural language interfaces;human-centered computing,2,Mann-Whitney U,16,0.21,,1.0,U,149.0,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376467,natural language interfaces;human-centered computing,3,Mann-Whitney U,16,< 0.05,,1.0,U,178.0,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376467,natural language interfaces;human-centered computing,4,Mann-Whitney U,16,0.46,,1.0,U,130.5,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376467,natural language interfaces;human-centered computing,5,Mann-Whitney U,16,0.16,,1.0,U,153.5,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376467,natural language interfaces;human-centered computing,6,Mann-Whitney U,16,0.27,,1.0,U,143.5,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376467,natural language interfaces;human-centered computing,7,Mann-Whitney U,16,0.29,,1.0,U,3356.5,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,1,Classification performance - Baseline Model - Periodontal Disease (PD),3182,UNKNOWN,,1.0,AUC,0.799,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,2,Classification performance - Baseline Model - Caries (CA),3182,UNKNOWN,,1.0,AUC,0.832,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,3,Classification performance - Baseline Model - Soft Deposit (SD),3182,UNKNOWN,,1.0,AUC,0.708,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,4,Classification performance - Baseline Model - Dental Calculus (DC),3182,UNKNOWN,,1.0,AUC,0.778,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,5,Classification performance - Baseline Model - Dental Discoloration (DD),3182,UNKNOWN,,1.0,AUC,0.759,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,6,Classification performance - Baseline Model - Average (Avg.),3182,UNKNOWN,,1.0,AUC,0.775,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,7,Classification performance - Enhanced Model - Periodontal Disease (PD),3182,UNKNOWN,,1.0,AUC,0.791,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,8,Classification performance - Enhanced Model - Caries (CA),3182,UNKNOWN,,1.0,AUC,0.840,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,9,Classification performance - Enhanced Model - Soft Deposit (SD),3182,UNKNOWN,,1.0,AUC,0.742,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,10,Classification performance - Enhanced Model - Dental Calculus (DC),3182,UNKNOWN,,1.0,AUC,0.791,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,11,Classification performance - Enhanced Model - Dental Discoloration (DD),3182,UNKNOWN,,1.0,AUC,0.771,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,12,Classification performance - Enhanced Model - Average (Avg.),3182,UNKNOWN,,1.0,AUC,0.787,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,13,Classification performance - Boost (%) - Periodontal Disease (PD),3182,UNKNOWN,,1.0,Boost (%),-1.00,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,14,Classification performance - Boost (%) - Caries (CA),3182,UNKNOWN,,1.0,Boost (%),+0.96,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,15,Classification performance - Boost (%) - Soft Deposit (SD),3182,UNKNOWN,,1.0,Boost (%),+4.80,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,16,Classification performance - Boost (%) - Dental Calculus (DC),3182,UNKNOWN,,1.0,Boost (%),+1.67,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,17,Classification performance - Boost (%) - Dental Discoloration (DD),3182,UNKNOWN,,1.0,Boost (%),+1.58,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376238,human computer interaction (hci);human-centered computing;user studies,18,Classification performance - Boost (%) - Average (Avg.),3182,UNKNOWN,,1.0,Boost (%),+1.55,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376340,computing methodologies;human computer interaction (hci);human-centered computing;computer supported cooperative work,1,Two-way RM-ANOVA,28,.447,,1.0,η²,.019,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376340,computing methodologies;human computer interaction (hci);human-centered computing;computer supported cooperative work,1,Two-way RM-ANOVA,28,.447,pointer vs observer,1.0,η²,.019,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376340,computing methodologies;human computer interaction (hci);human-centered computing;computer supported cooperative work,2,Two-way RM-ANOVA,28,.364,,1.0,η²,.005,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376340,computing methodologies;human computer interaction (hci);human-centered computing;computer supported cooperative work,2,Two-way RM-ANOVA,28,.364,round,1.0,η²,.005,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376340,computing methodologies;human computer interaction (hci);human-centered computing;computer supported cooperative work,3,Two-way RM-ANOVA,28,.725,,1.0,η²,.001,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
